Vardas         Pavarde           Galutinis (med.)
Vardas49114    Pavarde49114      2.60    
Vardas87808    Pavarde87808      2.80    
Vardas71799    Pavarde71799      2.60    
Vardas59548    Pavarde59548      2.60    
Vardas16058    Pavarde16058      2.80    
Vardas29480    Pavarde29480      2.60    
Vardas25116    Pavarde25116      3.00    
Vardas49566    Pavarde49566      2.60    
Vardas75029    Pavarde75029      2.60    
Vardas79311    Pavarde79311      2.80    
Vardas62874    Pavarde62874      2.80    
Vardas46398    Pavarde46398      2.60    
Vardas80203    Pavarde80203      2.60    
Vardas64956    Pavarde64956      2.60    
Vardas35061    Pavarde35061      2.40    
Vardas53348    Pavarde53348      2.60    
Vardas65416    Pavarde65416      2.40    
Vardas62872    Pavarde62872      2.60    
Vardas12979    Pavarde12979      2.40    
Vardas66096    Pavarde66096      2.40    
Vardas70849    Pavarde70849      2.20    
Vardas81604    Pavarde81604      2.20    
Vardas85338    Pavarde85338      2.40    
Vardas19616    Pavarde19616      2.60    
Vardas6574     Pavarde6574       2.60    
Vardas93893    Pavarde93893      2.20    
Vardas43855    Pavarde43855      2.60    
Vardas24579    Pavarde24579      2.60    
Vardas88199    Pavarde88199      2.20    
Vardas60066    Pavarde60066      2.60    
Vardas51285    Pavarde51285      2.60    
Vardas20383    Pavarde20383      2.40    
Vardas1846     Pavarde1846       2.60    
Vardas82781    Pavarde82781      2.60    
Vardas21858    Pavarde21858      2.60    
Vardas91751    Pavarde91751      2.60    
Vardas6830     Pavarde6830       2.60    
Vardas23779    Pavarde23779      2.40    
Vardas95402    Pavarde95402      2.60    
Vardas67639    Pavarde67639      2.80    
Vardas51909    Pavarde51909      2.60    
Vardas19158    Pavarde19158      2.60    
Vardas25590    Pavarde25590      2.60    
Vardas34792    Pavarde34792      2.60    
Vardas44343    Pavarde44343      2.40    
Vardas87173    Pavarde87173      2.60    
Vardas53438    Pavarde53438      2.60    
Vardas5716     Pavarde5716       2.80    
Vardas19672    Pavarde19672      3.00    
Vardas71091    Pavarde71091      2.80    
Vardas74808    Pavarde74808      2.60    
Vardas70009    Pavarde70009      2.60    
Vardas37326    Pavarde37326      2.40    
Vardas22345    Pavarde22345      2.60    
Vardas62115    Pavarde62115      2.40    
Vardas71584    Pavarde71584      2.60    
Vardas56556    Pavarde56556      2.60    
Vardas40537    Pavarde40537      2.60    
Vardas42241    Pavarde42241      2.40    
Vardas24848    Pavarde24848      2.60    
Vardas63552    Pavarde63552      2.60    
Vardas96478    Pavarde96478      2.20    
Vardas62806    Pavarde62806      2.60    
Vardas88547    Pavarde88547      2.60    
Vardas12292    Pavarde12292      3.00    
Vardas57440    Pavarde57440      2.40    
Vardas94983    Pavarde94983      2.20    
Vardas95905    Pavarde95905      2.60    
Vardas52971    Pavarde52971      2.20    
Vardas40517    Pavarde40517      2.60    
Vardas37669    Pavarde37669      2.20    
Vardas85760    Pavarde85760      2.80    
Vardas69959    Pavarde69959      2.80    
Vardas54259    Pavarde54259      2.40    
Vardas22300    Pavarde22300      3.00    
Vardas14127    Pavarde14127      2.60    
Vardas9546     Pavarde9546       2.60    
Vardas83914    Pavarde83914      2.60    
Vardas31119    Pavarde31119      2.60    
Vardas42495    Pavarde42495      2.40    
Vardas74018    Pavarde74018      2.80    
Vardas25288    Pavarde25288      2.60    
Vardas90396    Pavarde90396      2.80    
Vardas2863     Pavarde2863       2.60    
Vardas12356    Pavarde12356      2.60    
Vardas52699    Pavarde52699      2.60    
Vardas99335    Pavarde99335      2.20    
Vardas41899    Pavarde41899      3.00    
Vardas73034    Pavarde73034      2.40    
Vardas85658    Pavarde85658      2.80    
Vardas6702     Pavarde6702       2.40    
Vardas97742    Pavarde97742      2.60    
Vardas97315    Pavarde97315      2.60    
Vardas52296    Pavarde52296      2.60    
Vardas50574    Pavarde50574      2.80    
Vardas28267    Pavarde28267      2.60    
Vardas21995    Pavarde21995      2.60    
Vardas27964    Pavarde27964      2.40    
Vardas3209     Pavarde3209       2.40    
Vardas50618    Pavarde50618      2.60    
Vardas93752    Pavarde93752      2.20    
Vardas25885    Pavarde25885      2.60    
Vardas86085    Pavarde86085      2.80    
Vardas74936    Pavarde74936      2.80    
Vardas28555    Pavarde28555      2.60    
Vardas95641    Pavarde95641      2.40    
Vardas27931    Pavarde27931      2.80    
Vardas22100    Pavarde22100      2.40    
Vardas18623    Pavarde18623      2.40    
Vardas43953    Pavarde43953      2.40    
Vardas96315    Pavarde96315      2.60    
Vardas22106    Pavarde22106      2.60    
Vardas65326    Pavarde65326      2.60    
Vardas91636    Pavarde91636      2.40    
Vardas83862    Pavarde83862      2.40    
Vardas25972    Pavarde25972      2.60    
Vardas47123    Pavarde47123      2.40    
Vardas42976    Pavarde42976      2.80    
Vardas27648    Pavarde27648      3.00    
Vardas14813    Pavarde14813      2.60    
Vardas50551    Pavarde50551      2.80    
Vardas19622    Pavarde19622      2.80    
Vardas75020    Pavarde75020      2.80    
Vardas52934    Pavarde52934      2.80    
Vardas98098    Pavarde98098      2.60    
Vardas3345     Pavarde3345       2.60    
Vardas52546    Pavarde52546      2.60    
Vardas18601    Pavarde18601      2.60    
Vardas15188    Pavarde15188      2.40    
Vardas50569    Pavarde50569      2.60    
Vardas20512    Pavarde20512      2.60    
Vardas4832     Pavarde4832       3.00    
Vardas83874    Pavarde83874      2.60    
Vardas99160    Pavarde99160      2.60    
Vardas73744    Pavarde73744      2.60    
Vardas58460    Pavarde58460      2.80    
Vardas99897    Pavarde99897      2.80    
Vardas64588    Pavarde64588      2.40    
Vardas5674     Pavarde5674       2.60    
Vardas86868    Pavarde86868      2.60    
Vardas67938    Pavarde67938      2.60    
Vardas62308    Pavarde62308      2.40    
Vardas97992    Pavarde97992      2.20    
Vardas77713    Pavarde77713      2.60    
Vardas77745    Pavarde77745      2.80    
Vardas13397    Pavarde13397      2.60    
Vardas1884     Pavarde1884       2.40    
Vardas10692    Pavarde10692      2.40    
Vardas11803    Pavarde11803      2.60    
Vardas25177    Pavarde25177      2.80    
Vardas56019    Pavarde56019      2.60    
Vardas79144    Pavarde79144      2.60    
Vardas71456    Pavarde71456      3.00    
Vardas40333    Pavarde40333      2.80    
Vardas79145    Pavarde79145      2.60    
Vardas81388    Pavarde81388      2.60    
Vardas73413    Pavarde73413      2.60    
Vardas30332    Pavarde30332      2.20    
Vardas48388    Pavarde48388      2.60    
Vardas55259    Pavarde55259      2.80    
Vardas83490    Pavarde83490      2.40    
Vardas83475    Pavarde83475      2.40    
Vardas34554    Pavarde34554      2.60    
Vardas75965    Pavarde75965      2.60    
Vardas50671    Pavarde50671      2.80    
Vardas62779    Pavarde62779      2.80    
Vardas30573    Pavarde30573      2.60    
Vardas53914    Pavarde53914      3.00    
Vardas83332    Pavarde83332      2.60    
Vardas5783     Pavarde5783       2.80    
Vardas10236    Pavarde10236      2.60    
Vardas79695    Pavarde79695      2.40    
Vardas39926    Pavarde39926      2.40    
Vardas66714    Pavarde66714      3.00    
Vardas65543    Pavarde65543      2.60    
Vardas48330    Pavarde48330      2.60    
Vardas15760    Pavarde15760      2.60    
Vardas30820    Pavarde30820      2.40    
Vardas56211    Pavarde56211      2.60    
Vardas15774    Pavarde15774      2.20    
Vardas79847    Pavarde79847      2.60    
Vardas10106    Pavarde10106      2.40    
Vardas18364    Pavarde18364      2.60    
Vardas27652    Pavarde27652      2.80    
Vardas71074    Pavarde71074      2.60    
Vardas71639    Pavarde71639      2.80    
Vardas37038    Pavarde37038      2.80    
Vardas83073    Pavarde83073      2.80    
Vardas92805    Pavarde92805      2.60    
Vardas10072    Pavarde10072      2.20    
Vardas55917    Pavarde55917      2.20    
Vardas61091    Pavarde61091      2.60    
Vardas54035    Pavarde54035      2.40    
Vardas17149    Pavarde17149      2.60    
Vardas10037    Pavarde10037      2.60    
Vardas34112    Pavarde34112      2.40    
Vardas50702    Pavarde50702      2.60    
Vardas271      Pavarde271        3.00    
Vardas55038    Pavarde55038      2.60    
Vardas92720    Pavarde92720      2.60    
Vardas92682    Pavarde92682      2.60    
Vardas63325    Pavarde63325      2.40    
Vardas48273    Pavarde48273      3.00    
Vardas73115    Pavarde73115      2.20    
Vardas57423    Pavarde57423      2.60    
Vardas92631    Pavarde92631      2.60    
Vardas61432    Pavarde61432      2.40    
Vardas84731    Pavarde84731      2.60    
Vardas80233    Pavarde80233      2.20    
Vardas25278    Pavarde25278      2.60    
Vardas56453    Pavarde56453      2.80    
Vardas4457     Pavarde4457       2.60    
Vardas77961    Pavarde77961      2.40    
Vardas92569    Pavarde92569      3.00    
Vardas93369    Pavarde93369      2.40    
Vardas61109    Pavarde61109      2.80    
Vardas78798    Pavarde78798      2.60    
Vardas31347    Pavarde31347      2.60    
Vardas39374    Pavarde39374      2.60    
Vardas52177    Pavarde52177      2.40    
Vardas56507    Pavarde56507      2.40    
Vardas37588    Pavarde37588      2.60    
Vardas31496    Pavarde31496      2.60    
Vardas50012    Pavarde50012      2.60    
Vardas33510    Pavarde33510      2.40    
Vardas82473    Pavarde82473      3.00    
Vardas31584    Pavarde31584      2.60    
Vardas70240    Pavarde70240      2.60    
Vardas49350    Pavarde49350      2.60    
Vardas66423    Pavarde66423      2.60    
Vardas8044     Pavarde8044       2.60    
Vardas35085    Pavarde35085      3.00    
Vardas9363     Pavarde9363       2.60    
Vardas72955    Pavarde72955      2.60    
Vardas33130    Pavarde33130      2.80    
Vardas54757    Pavarde54757      2.60    
Vardas35089    Pavarde35089      2.40    
Vardas54751    Pavarde54751      2.80    
Vardas80908    Pavarde80908      2.60    
Vardas78070    Pavarde78070      2.60    
Vardas54732    Pavarde54732      2.80    
Vardas92326    Pavarde92326      2.40    
Vardas32056    Pavarde32056      2.60    
Vardas94787    Pavarde94787      2.60    
Vardas66236    Pavarde66236      2.80    
Vardas38745    Pavarde38745      2.60    
Vardas90079    Pavarde90079      2.80    
Vardas92237    Pavarde92237      2.20    
Vardas81246    Pavarde81246      2.80    
Vardas85516    Pavarde85516      2.40    
Vardas22690    Pavarde22690      2.80    
Vardas53187    Pavarde53187      2.80    
Vardas78147    Pavarde78147      2.60    
Vardas90125    Pavarde90125      2.60    
Vardas21070    Pavarde21070      2.60    
Vardas91211    Pavarde91211      2.40    
Vardas91178    Pavarde91178      2.40    
Vardas59139    Pavarde59139      2.60    
Vardas35159    Pavarde35159      2.40    
Vardas35171    Pavarde35171      2.60    
Vardas46541    Pavarde46541      2.80    
Vardas478      Pavarde478        2.60    
Vardas21691    Pavarde21691      2.80    
Vardas499      Pavarde499        2.40    
Vardas91111    Pavarde91111      2.60    
Vardas22817    Pavarde22817      2.80    
Vardas62966    Pavarde62966      2.60    
Vardas70865    Pavarde70865      2.60    
Vardas564      Pavarde564        2.60    
Vardas60667    Pavarde60667      2.40    
Vardas50992    Pavarde50992      2.20    
Vardas90966    Pavarde90966      2.60    
Vardas78578    Pavarde78578      2.40    
Vardas58941    Pavarde58941      3.00    
Vardas99723    Pavarde99723      3.00    
Vardas75752    Pavarde75752      2.20    
Vardas50951    Pavarde50951      2.60    
Vardas41615    Pavarde41615      2.40    
Vardas78502    Pavarde78502      2.80    
Vardas84283    Pavarde84283      2.80    
Vardas69302    Pavarde69302      2.60    
Vardas11172    Pavarde11172      2.40    
Vardas98450    Pavarde98450      2.80    
Vardas67073    Pavarde67073      2.80    
Vardas63048    Pavarde63048      2.40    
Vardas13582    Pavarde13582      2.40    
Vardas6288     Pavarde6288       2.80    
Vardas55769    Pavarde55769      2.60    
Vardas16574    Pavarde16574      2.60    
Vardas96675    Pavarde96675      2.60    
Vardas68713    Pavarde68713      2.60    
Vardas35956    Pavarde35956      3.00    
Vardas89334    Pavarde89334      2.80    
Vardas35946    Pavarde35946      2.40    
Vardas8601     Pavarde8601       2.80    
Vardas42674    Pavarde42674      3.00    
Vardas26723    Pavarde26723      2.80    
Vardas35912    Pavarde35912      2.60    
Vardas78345    Pavarde78345      2.40    
Vardas46059    Pavarde46059      2.60    
Vardas72524    Pavarde72524      2.20    
Vardas40984    Pavarde40984      2.60    
Vardas13289    Pavarde13289      2.60    
Vardas70532    Pavarde70532      2.40    
Vardas59026    Pavarde59026      2.60    
Vardas91886    Pavarde91886      2.40    
Vardas58114    Pavarde58114      2.40    
Vardas28742    Pavarde28742      2.60    
Vardas72669    Pavarde72669      2.60    
Vardas47985    Pavarde47985      2.40    
Vardas96526    Pavarde96526      2.60    
Vardas92022    Pavarde92022      2.40    
Vardas16242    Pavarde16242      2.80    
Vardas13659    Pavarde13659      2.40    
Vardas76208    Pavarde76208      2.80    
Vardas6048     Pavarde6048       2.60    
Vardas48080    Pavarde48080      3.00    
Vardas20184    Pavarde20184      2.80    
Vardas2579     Pavarde2579       2.40    
Vardas76525    Pavarde76525      2.60    
Vardas11919    Pavarde11919      3.00    
Vardas25439    Pavarde25439      2.60    
Vardas68489    Pavarde68489      2.60    
Vardas2838     Pavarde2838       2.60    
Vardas19987    Pavarde19987      2.40    
Vardas75218    Pavarde75218      2.60    
Vardas5167     Pavarde5167       2.20    
Vardas94399    Pavarde94399      2.60    
Vardas25479    Pavarde25479      2.40    
Vardas12793    Pavarde12793      3.00    
Vardas49458    Pavarde49458      2.60    
Vardas74189    Pavarde74189      2.80    
Vardas85623    Pavarde85623      2.40    
Vardas95110    Pavarde95110      2.40    
Vardas25205    Pavarde25205      2.40    
Vardas59781    Pavarde59781      2.40    
Vardas14985    Pavarde14985      2.60    
Vardas68453    Pavarde68453      2.80    
Vardas95194    Pavarde95194      2.40    
Vardas14548    Pavarde14548      2.60    
Vardas99546    Pavarde99546      2.60    
Vardas14528    Pavarde14528      2.60    
Vardas99329    Pavarde99329      2.40    
Vardas8836     Pavarde8836       2.80    
Vardas2649     Pavarde2649       2.60    
Vardas61804    Pavarde61804      2.60    
Vardas95327    Pavarde95327      2.40    
Vardas86718    Pavarde86718      2.60    
Vardas49104    Pavarde49104      2.60    
Vardas74759    Pavarde74759      2.60    
Vardas4229     Pavarde4229       3.00    
Vardas2411     Pavarde2411       3.00    
Vardas41840    Pavarde41840      2.60    
Vardas64544    Pavarde64544      2.60    
Vardas14401    Pavarde14401      2.80    
Vardas44322    Pavarde44322      2.60    
Vardas14373    Pavarde14373      3.00    
Vardas64412    Pavarde64412      2.00    
Vardas74869    Pavarde74869      2.60    
Vardas99499    Pavarde99499      2.60    
Vardas44731    Pavarde44731      2.60    
Vardas74891    Pavarde74891      2.60    
Vardas75477    Pavarde75477      2.40    
Vardas68092    Pavarde68092      2.40    
Vardas67877    Pavarde67877      2.60    
Vardas79007    Pavarde79007      2.80    
Vardas5407     Pavarde5407       2.60    
Vardas57669    Pavarde57669      2.20    
Vardas786      Pavarde786        3.00    
Vardas96370    Pavarde96370      2.40    
Vardas69600    Pavarde69600      2.60    
Vardas6182     Pavarde6182       3.00    
Vardas68364    Pavarde68364      2.40    
